tweet_id	query
t733703976755990529	pattern24_entities_like_group
t740274735137882112	pattern24_entities_like_group
t742467729064660996	pattern24_entities_like_group
t733731435086000130	pattern24_entities_like_group
t744141192330420225	pattern24_entities_like_group
t736094760272678916	pattern24_entities_like_group
t745810524651171844	pattern24_entities_like_group
t736872926838947840	pattern24_entities_like_group
t730130887640223748	pattern24_entities_like_group
t742807787844030465	pattern24_entities_like_group
t739426498466189312	pattern24_entities_like_group
t732183345455616000	pattern24_entities_like_group
t744871533026369540	pattern24_entities_like_group
t734825199028174849	pattern24_entities_like_group
t739781667972337664	pattern24_entities_like_group
t744804380084297730	pattern24_entities_like_group
t746119024388489221	pattern24_entities_like_group
t729230680681529344	pattern24_entities_like_group
t743854538801692672	pattern24_entities_like_group
t746033728963678209	pattern24_entities_like_group
t734812521610252289	pattern24_entities_like_group
t740916445824057344	pattern24_entities_like_group
t742811432660676612	pattern24_entities_like_group
t743450408857780228	pattern24_entities_like_group
t742467389099520000	pattern24_entities_like_group
t744714880729612288	pattern24_entities_like_group
t741595439577878528	pattern24_entities_like_group
t741367462722195458	pattern24_entities_like_group
t745791017396232192	pattern24_entities_like_group
t731079290897453061	pattern24_entities_like_group
t745361749923213312	pattern24_entities_like_group
t739899016977207297	pattern24_entities_like_group
t743033119226363904	pattern24_entities_like_group
t745589105514393600	pattern24_entities_like_group
t728524543363534849	pattern24_entities_like_group
t741688032269570048	pattern24_entities_like_group
t738680222652977152	pattern24_entities_like_group
t741570023156748288	pattern24_entities_like_group
t731942801680834563	pattern24_entities_like_group
t743503499648864256	pattern24_entities_like_group
t729787524009299968	pattern24_entities_like_group
t745736173369298944	pattern24_entities_like_group
t737386950752149505	pattern24_entities_like_group
t744468302639005696	pattern24_entities_like_group
t736878739099947008	pattern24_entities_like_group
t745878373155627008	pattern24_entities_like_group
t742968074106765313	pattern24_entities_like_group
t745962840058634240	pattern24_entities_like_group
t734988753282813952	pattern24_entities_like_group
t745810855896440832	pattern24_entities_like_group
t732957366749011969	pattern24_entities_like_group
t731608885434433541	pattern24_entities_like_group
t741036368147537920	pattern24_entities_like_group
t732163270224777221	pattern24_entities_like_group
t729575543188885504	pattern24_entities_like_group
t741971263418048512	pattern24_entities_like_group
t743821298434973696	pattern24_entities_like_group
t729230203604631552	pattern24_entities_like_group
t743239863235919872	pattern24_entities_like_group
t742989696175886336	pattern24_entities_like_group
t735936517567315971	pattern24_entities_like_group
t737591723526737922	pattern24_entities_like_group
t731593318438670336	pattern24_entities_like_group
t732322047930580992	pattern24_entities_like_group
t742003934798184448	pattern24_entities_like_group
t743922958775779328	pattern24_entities_like_group
t742706333867184129	pattern24_entities_like_group
t744641726481113089	pattern24_entities_like_group
t740268164492201984	pattern24_entities_like_group
t731453299707248640	pattern24_entities_like_group
t745867738145562624	pattern24_entities_like_group
t739461020217921536	pattern24_entities_like_group
t733691260083556352	pattern24_entities_like_group
t744843599725080576	pattern24_entities_like_group
t745871109938089984	pattern24_entities_like_group
t746024845733937156	pattern24_entities_like_group
t742342875208417280	pattern24_entities_like_group
t743156071603253248	pattern24_entities_like_group
t735717946090082305	pattern24_entities_like_group
t741171994855673856	pattern24_entities_like_group
t739007353543135232	pattern24_entities_like_group
t731900101174697984	pattern24_entities_like_group
t743418502539771904	pattern24_entities_like_group
t744880701330300928	pattern24_entities_like_group
t735913672594337793	pattern24_entities_like_group
t735753477536653313	pattern24_entities_like_group
t745411257486868480	pattern24_entities_like_group
t741582734737444865	pattern24_entities_like_group
